Date,0.25Y,0.5Y,0.75Y,1.0Y,1.25Y,1.5Y,1.75Y,2.0Y,2.25Y,2.5Y,2.75Y,3.0Y,3.25Y,3.5Y,3.75Y,4.0Y,4.25Y,4.5Y,4.75Y
1/27/00,6.358571429,6.663791209,6.915384615,7.075494505,7.161593407,7.23532967,7.30467033,7.340714286,7.323351648,7.341263736,7.38,7.406813187,7.400714286,7.423571429,7.470164835,7.503736264,7.503516484,7.533516484,7.589230769
1/28/00,6.441632653,6.761978022,7.031868132,7.194285714,7.275494505,7.343791209,7.406428571,7.430824176,7.406428571,7.419285714,7.453571429,7.471978022,7.458791209,7.476593407,7.516538462,7.538846154,7.531538462,7.554230769,7.602802198
1/31/00,6.493367347,6.820274725,7.088131868,7.266153846,7.368351648,7.45478022,7.521923077,7.536648352,7.509505495,7.517307692,7.545989011,7.550824176,7.531923077,7.542362637,7.576428571,7.59021978,7.57967033,7.597417582,7.640384615
2/1/00,6.484642857,6.811153846,7.073461538,7.242527473,7.337307692,7.420384615,7.48543956,7.495989011,7.469615385,7.477362637,7.506593407,7.507802198,7.487087912,7.497417582,7.532142857,7.542252747,7.52989011,7.547582418,7.591153846
2/2/00,6.510612245,6.866153846,7.136043956,7.308351648,7.401538462,7.475989011,7.541263736,7.55032967,7.524725275,7.532417582,7.562197802,7.562197802,7.539835165,7.547472527,7.582857143,7.591758242,7.577582418,7.592747253,7.634285714
2/3/00,6.4875,6.839395604,7.113461538,7.286978022,7.382252747,7.461593407,7.527087912,7.53467033,7.505,7.502527473,7.525274725,7.519010989,7.492472527,7.495,7.525989011,7.528626374,7.512747253,7.525274725,7.565
2/4/00,6.504489796,6.867472527,7.148626374,7.323021978,7.418351648,7.497197802,7.562912088,7.569010989,7.537527473,7.532472527,7.553241758,7.543351648,7.515,7.515,7.546648352,7.548076923,7.530274725,7.540384615,7.580714286
2/7/00,6.517959184,6.882692308,7.17478022,7.356538462,7.461813187,7.546648352,7.612692308,7.61478022,7.584725275,7.577307692,7.596978022,7.581373626,7.552307692,7.55,7.580824176,7.576428571,7.560604396,7.570714286,7.612857143
2/8/00,6.498673469,6.851153846,7.137307692,7.312692308,7.423296703,7.509615385,7.576208791,7.579175824,7.549615385,7.539505495,7.557417582,7.537857143,7.507252747,7.502197802,7.531428571,7.525879121,7.510714286,7.517912088,7.558571429
2/9/00,6.502908163,6.857307692,7.142362637,7.319450549,7.431923077,7.517967033,7.587032967,7.588571429,7.562252747,7.557197802,7.580714286,7.565054945,7.537197802,7.535,7.569945055,7.56532967,7.550824176,7.560934066,7.604285714
2/10/00,6.489285714,6.83532967,7.112307692,7.288571429,7.405934066,7.499230769,7.578571429,7.588791209,7.572802198,7.575,7.607032967,7.60032967,7.582857143,7.587912088,7.628571429,7.630824176,7.626868132,7.644065934,7.696153846
2/11/00,6.476836735,6.813736264,7.09,7.26489011,7.382252747,7.480714286,7.558681319,7.563296703,7.545,7.545,7.57467033,7.561758242,7.54,7.542967033,7.584285714,7.585384615,7.582087912,7.599230769,7.651978022
2/14/00,6.469938776,6.798021978,7.059010989,7.217692308,7.325274725,7.406263736,7.482307692,7.483681319,7.465,7.465,7.496318681,7.476758242,7.455,7.458131868,7.501428571,7.502307692,7.502747253,7.522967033,7.579450549
2/15/00,6.483979592,6.813296703,7.080769231,7.243901099,7.354505495,7.44,7.521373626,7.526318681,7.513076923,7.515,7.550054945,7.534340659,7.518131868,7.523186813,7.570384615,7.57521978,7.577967033,7.598186813,7.655274725
2/16/00,6.499387755,6.834615385,7.106593407,7.266923077,7.375769231,7.460714286,7.542362637,7.549065934,7.538131868,7.543186813,7.580659341,7.567032967,7.553186813,7.561483516,7.611153846,7.618241758,7.623186813,7.643406593,7.701098901
2/17/00,6.550714286,6.914835165,7.196153846,7.353076923,7.455769231,7.530054945,7.598626374,7.59532967,7.58,7.576758242,7.607967033,7.588131868,7.57,7.573296703,7.618571429,7.61956044,7.620054945,7.63521978,7.688461538
2/18/00,6.555816327,6.91532967,7.197087912,7.350934066,7.445549451,7.505934066,7.55956044,7.549835165,7.531758242,7.523406593,7.550164835,7.524120879,7.505,7.505,7.549285714,7.545769231,7.54521978,7.556923077,7.609230769
2/22/00,6.495204082,6.814395604,7.079615385,7.218296703,7.306318681,7.362692308,7.417197802,7.402857143,7.386538462,7.381483516,7.415714286,7.39010989,7.378516484,7.38,7.427142857,7.422912088,7.425879121,7.441043956,7.497307692
2/23/00,6.527520408,6.873461538,7.150824176,7.285714286,7.372307692,7.428131868,7.486428571,7.472362637,7.456483516,7.451428571,7.486263736,7.459505495,7.448571429,7.45,7.497857143,7.492582418,7.496043956,7.511208791,7.568076923
2/24/00,6.472285714,6.773406593,7.015714286,7.152527473,7.243296703,7.298571429,7.360769231,7.350549451,7.34,7.34,7.380494505,7.357637363,7.352252747,7.358681319,7.412307692,7.411043956,7.419945055,7.440164835,7.498846154
2/25/00,6.432663265,6.680714286,6.911813187,7.052307692,7.151428571,7.21989011,7.282857143,7.273846154,7.272252747,7.278681319,7.328571429,7.31467033,7.316043956,7.331208791,7.395659341,7.399615385,7.413956044,7.439230769,7.503516484
2/28/00,6.470020408,6.741813187,6.99456044,7.131923077,7.233461538,7.301703297,7.365,7.356593407,7.357582418,7.363846154,7.415714286,7.398351648,7.401538462,7.416703297,7.483296703,7.483956044,7.49978022,7.525054945,7.590989011
2/29/00,6.485510204,6.767142857,7.018461538,7.155769231,7.255824176,7.314615385,7.379615385,7.367692308,7.363846154,7.365,7.412472527,7.389395604,7.387802198,7.397912088,7.460164835,7.45467033,7.466043956,7.486263736,7.551813187
3/1/00,6.478469388,6.756758242,6.991978022,7.118021978,7.219120879,7.28010989,7.346153846,7.332307692,7.333021978,7.335,7.383791209,7.358901099,7.362197802,7.373241758,7.436813187,7.429395604,7.441703297,7.461923077,7.528461538
3/2/00,6.489387755,6.773571429,7.005494505,7.117252747,7.21521978,7.271593407,7.336923077,7.317912088,7.318131868,7.324120879,7.374450549,7.356538462,7.366483516,7.382527473,7.451813187,7.452472527,7.471153846,7.496428571,7.564285714
3/3/00,6.478918367,6.757362637,6.979835165,7.088186813,7.186318681,7.242087912,7.307692308,7.283406593,7.283241758,7.289175824,7.34010989,7.321153846,7.331703297,7.347692308,7.417692308,7.417307692,7.436428571,7.461703297,7.53010989
3/6/00,6.507704082,6.811153846,7.049615385,7.155989011,7.254615385,7.308571429,7.375,7.342692308,7.343571429,7.349340659,7.402087912,7.375714286,7.387362637,7.403186813,7.47532967,7.467417582,7.487252747,7.512527473,7.582582418
3/7/00,6.502142857,6.787142857,7.009285714,7.116153846,7.211428571,7.272747253,7.34510989,7.312142857,7.313681319,7.323791209,7.377747253,7.350274725,7.362582418,7.382802198,7.456208791,7.447197802,7.467527473,7.497362637,7.568406593
3/8/00,6.506673469,6.794395604,7.02532967,7.127857143,7.226813187,7.288351648,7.356538462,7.321593407,7.323791209,7.329450549,7.383406593,7.354835165,7.367802198,7.388021978,7.462087912,7.451978022,7.472802198,7.502692308,7.574230769
3/9/00,6.506387755,6.787967033,7.013406593,7.109450549,7.207912088,7.260054945,7.327307692,7.29543956,7.294450549,7.299505495,7.354065934,7.324395604,7.338021978,7.358241758,7.432967033,7.417197802,7.438076923,7.463351648,7.535054945
3/10/00,6.532632653,6.829230769,7.060274725,7.159725275,7.259010989,7.31956044,7.383571429,7.354395604,7.354505495,7.364120879,7.419725275,7.393461538,7.408241758,7.428461538,7.503846154,7.486923077,7.508351648,7.538351648,7.610879121
3/13/00,6.82755102,7.053076923,7.148461538,7.246208791,7.301153846,7.375054945,7.333296703,7.334615385,7.344340659,7.401703297,7.371923077,7.388681319,7.408901099,7.486483516,7.466098901,7.488901099,7.514175824,7.588351648,7.555769231
3/14/00,6.553846154,6.835824176,7.060054945,7.132307692,7.236373626,7.291428571,7.362197802,7.31967033,7.324450549,7.332362637,7.396538462,7.358626374,7.384120879,7.402362637,7.485824176,7.459175824,7.484450549,7.509175824,7.585384615
3/15/00,6.567197802,6.842912088,7.070879121,7.143736264,7.242252747,7.291923077,7.366978022,7.319725275,7.32478022,7.328021978,7.391318681,7.349120879,7.369340659,7.388351648,7.465549451,7.43956044,7.459725275,7.485,7.56
3/16/00,6.570164835,6.845769231,7.062142857,7.125054945,7.218241758,7.257692308,7.331318681,7.29,7.29,7.288791209,7.345879121,7.304340659,7.32456044,7.344175824,7.42032967,7.38978022,7.41,7.435824176,7.509615385
3/17/00,6.573131868,6.848241758,7.058186813,7.111263736,7.198681319,7.238681319,7.300989011,7.25532967,7.24510989,7.239450549,7.290494505,7.24456044,7.264835165,7.28,7.35,7.315,7.33521978,7.356538462,7.424230769
3/20/00,6.592032967,6.865,7.08,7.134120879,7.215,7.255659341,7.314505495,7.27,7.264945055,7.261098901,7.309010989,7.26521978,7.28532967,7.302307692,7.368846154,7.335659341,7.355879121,7.378571429,7.438076923
3/21/00,6.595,6.852197802,7.050604396,7.105,7.195494505,7.241318681,7.299010989,7.254945055,7.24989011,7.246648352,7.293681319,7.25543956,7.275494505,7.293076923,7.358461538,7.325879121,7.346098901,7.369285714,7.427692308
3/22/00,6.582747253,6.834505495,7.036538462,7.105989011,7.195989011,7.242307692,7.308516484,7.265,7.264835165,7.262197802,7.308241758,7.270659341,7.290659341,7.308846154,7.373076923,7.341373626,7.366318681,7.39,7.447307692
3/23/00,6.615604396,6.871428571,7.062142857,7.126758242,7.206318681,7.247417582,7.297802198,7.24967033,7.23956044,7.232747253,7.277527473,7.23543956,7.245824176,7.264285714,7.322692308,7.291648352,7.316538462,7.340714286,7.396923077
3/24/00,6.69521978,7.00467033,7.218516484,7.297472527,7.370879121,7.391648352,7.415879121,7.34456044,7.333901099,7.317307692,7.346373626,7.295,7.29532967,7.304230769,7.351923077,7.316923077,7.341758242,7.366428571,7.421538462
3/27/00,6.721428571,7.043846154,7.276153846,7.354615385,7.421153846,7.437197802,7.452527473,7.373461538,7.352362637,7.327472527,7.343571429,7.28456044,7.28,7.285494505,7.325054945,7.287197802,7.307417582,7.333571429,7.385384615
3/28/00,6.714615385,7.031098901,7.257472527,7.341153846,7.416758242,7.437472527,7.452087912,7.378681319,7.362527473,7.343296703,7.362857143,7.304505495,7.3,7.306648352,7.34956044,7.313021978,7.337637363,7.364285714,7.415
3/29/00,6.711813187,7.014230769,7.242912088,7.321593407,7.392967033,7.423296703,7.442307692,7.378516484,7.362802198,7.349230769,7.372142857,7.315,7.315604396,7.327912088,7.374065934,7.338956044,7.368571429,7.400769231,7.454615385
3/30/00,6.678186813,6.958626374,7.158241758,7.232912088,7.307197802,7.329835165,7.357142857,7.297802198,7.277582418,7.264615385,7.286428571,7.23,7.230659341,7.243571429,7.288571429,7.254285714,7.283846154,7.316538462,7.369230769
3/31/00,6.683186813,6.964175824,7.166648352,7.222142857,7.281648352,7.298021978,7.310769231,7.246978022,7.222582418,7.209615385,7.230714286,7.175,7.175659341,7.187857143,7.228076923,7.194615385,7.223846154,7.256538462,7.308846154
4/3/00,6.689945055,6.947142857,7.117692308,7.168571429,7.220714286,7.228846154,7.238461538,7.176923077,7.157692308,7.150769231,7.168571429,7.115824176,7.120824176,7.13467033,7.171593407,7.141538462,7.17467033,7.208846154,7.257692308
4/4/00,6.560714286,6.738076923,6.87489011,6.934230769,6.988076923,7.011593407,7.03532967,6.989175824,6.984175824,6.987912088,7.014725275,6.972637363,6.987637363,7.012142857,7.058076923,7.038901099,7.080934066,7.120659341,7.173406593
4/5/00,6.638461538,6.823846154,6.977912088,7.02489011,7.076648352,7.090274725,7.102857143,7.048241758,7.038241758,7.037472527,7.058131868,7.012802198,7.026868132,7.046868132,7.087692308,7.068351648,7.106263736,7.146483516,7.198076923
4/6/00,6.646318681,6.836648352,6.994340659,7.048186813,7.112637363,7.131538462,7.148131868,7.098131868,7.088131868,7.087912088,7.107472527,7.062967033,7.076978022,7.097527473,7.137307692,7.118791209,7.156593407,7.197307692,7.246538462
4/7/00,6.648406593,6.838626374,6.993901099,7.043076923,7.102802198,7.120934066,7.132472527,7.082032967,7.068021978,7.067307692,7.081813187,7.037087912,7.047087912,7.067087912,7.101923077,7.083076923,7.116923077,7.158131868,7.206153846
4/10/00,6.637582418,6.816263736,6.955384615,7.006483516,7.069395604,7.093076923,7.105494505,7.056538462,7.042692308,7.043461538,7.054835165,7.012417582,7.022417582,7.043901099,7.075769231,7.060549451,7.097912088,7.140604396,7.185
4/11/00,6.636153846,6.845,7.008296703,7.066153846,7.123461538,7.14467033,7.158571429,7.106373626,7.092582418,7.093846154,7.104175824,7.062527473,7.072527473,7.094505495,7.125384615,7.110989011,7.148241758,7.191428571,7.234615385
4/12/00,6.647307692,6.853351648,7.017637363,7.074340659,7.139835165,7.166373626,7.182857143,7.132472527,7.122472527,7.125549451,7.138516484,7.098956044,7.112637363,7.136483516,7.17,7.157857143,7.198571429,7.242252747,7.285769231
4/13/00,6.642142857,6.836758242,6.985549451,7.036483516,7.105054945,7.131868132,7.148516484,7.101043956,7.087362637,7.089615385,7.097857143,7.059120879,7.072747253,7.095714286,7.124615385,7.111868132,7.148901099,7.193076923,7.23543956
4/14/00,6.625494505,6.800879121,6.920494505,6.95478022,7.016593407,7.051483516,7.079285714,7.037252747,7.028626374,7.036428571,7.048681319,7.015714286,7.034285714,7.061318681,7.089230769,7.078846154,7.120769231,7.168901099,7.21010989
4/17/00,6.63,6.796538462,6.902692308,6.943736264,7.008901099,7.048461538,7.074065934,7.038461538,7.036538462,7.057527473,7.080164835,7.05956044,7.086373626,7.11978022,7.148076923,7.14032967,7.181923077,7.231373626,7.269120879
4/18/00,6.631923077,6.801153846,6.91456044,6.958076923,7.020769231,7.064120879,7.088516484,7.055,7.056593407,7.07978022,7.106373626,7.08989011,7.116593407,7.15043956,7.177692308,7.172582418,7.217307692,7.267197802,7.303791209
4/19/00,6.641923077,6.820989011,6.936593407,6.970714286,7.02456044,7.066428571,7.087857143,7.043351648,7.04,7.058736264,7.079175824,7.06021978,7.08510989,7.116098901,7.142307692,7.134505495,7.170879121,7.218021978,7.251538462
4/20/00,6.657142857,6.844395604,6.96521978,7.006428571,7.056593407,7.092142857,7.110384615,7.061593407,7.053296703,7.067582418,7.081868132,7.058791209,7.078516484,7.106758242,7.131923077,7.123076923,7.156208791,7.203846154,7.236153846
4/24/00,6.658901099,6.841648352,6.954615385,6.994285714,7.044340659,7.083076923,7.096263736,7.056153846,7.05,7.06978022,7.07967033,7.061868132,7.085934066,7.119395604,7.140384615,7.136703297,7.172527473,7.222142857,7.249615385
4/25/00,6.740934066,6.958076923,7.088846154,7.135,7.184615385,7.223736264,7.229505495,7.181043956,7.173021978,7.188296703,7.194120879,7.175164835,7.194065934,7.225054945,7.245,7.24,7.272857143,7.320769231,7.344230769
4/26/00,6.745384615,6.967142857,7.095164835,7.135714286,7.186868132,7.227362637,7.228681319,7.182967033,7.177967033,7.193791209,7.198571429,7.18043956,7.199175824,7.230714286,7.249615385,7.245384615,7.278186813,7.326538462,7.348846154
4/27/00,6.859725275,7.120384615,7.261703297,7.303296703,7.336098901,7.359615385,7.347857143,7.300824176,7.292912088,7.309285714,7.313021978,7.295714286,7.314285714,7.346373626,7.364230769,7.360769231,7.393516484,7.442307692,7.463461538
4/28/00,6.912142857,7.186428571,7.315,7.355879121,7.387087912,7.398571429,7.374835165,7.325714286,7.315714286,7.325384615,7.317967033,7.291593407,7.304395604,7.33478022,7.346538462,7.341153846,7.373846154,7.420714286,7.438076923
5/1/00,6.932417582,7.194615385,7.319175824,7.35978022,7.392307692,7.404450549,7.376318681,7.330384615,7.320274725,7.331923077,7.32032967,7.297087912,7.309835165,7.342197802,7.34978022,7.347307692,7.380164835,7.428571429,7.441538462
5/2/00,6.943461538,7.208956044,7.329835165,7.362692308,7.399725275,7.417087912,7.392912088,7.352637363,7.347582418,7.367252747,7.362197802,7.34467033,7.362417582,7.40032967,7.409340659,7.407692308,7.440494505,7.491923077,7.506153846
5/3/00,6.996208791,7.276208791,7.402417582,7.433626374,7.46967033,7.49978022,7.484615385,7.452417582,7.457472527,7.487802198,7.491758242,7.484835165,7.51010989,7.553571429,7.566538462,7.570659341,7.608461538,7.662692308,7.675769231
5/4/00,7.009395604,7.311098901,7.465274725,7.519010989,7.55989011,7.59021978,7.579010989,7.55,7.552527473,7.583406593,7.586263736,7.582692308,7.61032967,7.654285714,7.666153846,7.673736264,7.713846154,7.768461538,7.780384615
5/5/00,7.047912088,7.381538462,7.550989011,7.61956044,7.672637363,7.705659341,7.695989011,7.667472527,7.665,7.688736264,7.683076923,7.672912088,7.695549451,7.737307692,7.743021978,7.746538462,7.781483516,7.834230769,7.845
5/8/00,7.067527473,7.401538462,7.586703297,7.66456044,7.713461538,7.746978022,7.734175824,7.71,7.71,7.73521978,7.726428571,7.721483516,7.746208791,7.789285714,7.791703297,7.797857143,7.832472527,7.886538462,7.893846154
5/9/00,7.043461538,7.361593407,7.534835165,7.613076923,7.663736264,7.697417582,7.689285714,7.667252747,7.665,7.690714286,7.680879121,7.676813187,7.701428571,7.744945055,7.746263736,7.753296703,7.787802198,7.842307692,7.848461538
5/10/00,7.036813187,7.338516484,7.495,7.566208791,7.614010989,7.650714286,7.640879121,7.614395604,7.61,7.636208791,7.62532967,7.619285714,7.641648352,7.685604396,7.685824176,7.693736264,7.728131868,7.783076923,7.788076923
5/11/00,7.040549451,7.341428571,7.492857143,7.564835165,7.614285714,7.648296703,7.632362637,7.604285714,7.597087912,7.621703297,7.60978022,7.60456044,7.623901099,7.666263736,7.665384615,7.674175824,7.708461538,7.763846154,7.767692308
5/12/00,7.107142857,7.435989011,7.596538462,7.665,7.706648352,7.741703297,7.726758242,7.702087912,7.697032967,7.722197802,7.712307692,7.709835165,7.732087912,7.78,7.779945055,7.789615385,7.823791209,7.879615385,7.882307692
5/15/00,7.116791209,7.435384615,7.591978022,7.66532967,7.707307692,7.743186813,7.724945055,7.701923077,7.696868132,7.723681319,7.707582418,7.705659341,7.727747253,7.773901099,7.768626374,7.780934066,7.81478022,7.871923077,7.871153846
5/16/00,7.169615385,7.458461538,7.581868132,7.64,7.671263736,7.700494505,7.672857143,7.643736264,7.63043956,7.647692308,7.623736264,7.617747253,7.634725275,7.67956044,7.673186813,7.686373626,7.716758242,7.772692308,7.770769231
5/17/00,7.208538462,7.511153846,7.616208791,7.656318681,7.681373626,7.704450549,7.668846154,7.645,7.638516484,7.66467033,7.653186813,7.659450549,7.683186813,7.733571429,7.731153846,7.746813187,7.777032967,7.833461538,7.830384615
5/18/00,7.221032967,7.53032967,7.64967033,7.696868132,7.721483516,7.748076923,7.716428571,7.701483516,7.705,7.741868132,7.736153846,7.748076923,7.776758242,7.832692308,7.834230769,7.852252747,7.885769231,7.944230769,7.94
5/19/00,7.172703297,7.458241758,7.570164835,7.620659341,7.64989011,7.685164835,7.655714286,7.641593407,7.645,7.682472527,7.675769231,7.688461538,7.72043956,7.781923077,7.783901099,7.806153846,7.841098901,7.903571429,7.903241758
5/22/00,7.134835165,7.42,7.517582418,7.555659341,7.576923077,7.608131868,7.573571429,7.561923077,7.565,7.600714286,7.585989011,7.599615385,7.631428571,7.694395604,7.692912088,7.717637363,7.752087912,7.816043956,7.812252747
5/23/00,7.157846154,7.44989011,7.551428571,7.584230769,7.602032967,7.633571429,7.597857143,7.587032967,7.586428571,7.621263736,7.601868132,7.611428571,7.638131868,7.696538462,7.692582418,7.714450549,7.747417582,7.811868132,7.806923077
5/24/00,7.162637363,7.475714286,7.574505495,7.608131868,7.623571429,7.654010989,7.624505495,7.613571429,7.611373626,7.643131868,7.621373626,7.628131868,7.653406593,7.712307692,7.707252747,7.72989011,7.762747253,7.827692308,7.821593407
5/25/00,7.147142857,7.443076923,7.523681319,7.546428571,7.544120879,7.565769231,7.530164835,7.518626374,7.516318681,7.548626374,7.522087912,7.528406593,7.549945055,7.608076923,7.601923077,7.621538462,7.653076923,7.718516484,7.711263736
5/26/00,7.146538462,7.433791209,7.508736264,7.520879121,7.517637363,7.541153846,7.504505495,7.49,7.486263736,7.51532967,7.486538462,7.493681319,7.515164835,7.57,7.561593407,7.581923077,7.613406593,7.679340659,7.670934066
5/30/00,7.214923077,7.521263736,7.600384615,7.608846154,7.61,7.641648352,7.603186813,7.586098901,7.577087912,7.607087912,7.571483516,7.575824176,7.592032967,7.643791209,7.626538462,7.644395604,7.674725275,7.742637363,7.730274725
5/31/00,7.207472527,7.49456044,7.551153846,7.561703297,7.557087912,7.578736264,7.526483516,7.502087912,7.491978022,7.518076923,7.477527473,7.481043956,7.493131868,7.543791209,7.522472527,7.539725275,7.565879121,7.632637363,7.616153846
6/1/00,7.152362637,7.393021978,7.447802198,7.453956044,7.438956044,7.455054945,7.400659341,7.376978022,7.366868132,7.393461538,7.351868132,7.356263736,7.368241758,7.419450549,7.397032967,7.415054945,7.441153846,7.508461538,7.490769231
6/2/00,7.033516484,7.220384615,7.262912088,7.285054945,7.294065934,7.327527473,7.282857143,7.27,7.261758242,7.288846154,7.250274725,7.256483516,7.268351648,7.32010989,7.296593407,7.315384615,7.341428571,7.409285714,7.390384615
6/5/00,6.985879121,7.153626374,7.192362637,7.211703297,7.210769231,7.248076923,7.200714286,7.185769231,7.176428571,7.205,7.163461538,7.167857143,7.178681319,7.232087912,7.205274725,7.226373626,7.252252747,7.321758242,7.299230769
6/6/00,7.001615385,7.183076923,7.214175824,7.240384615,7.249285714,7.288571429,7.24,7.225714286,7.216318681,7.249725275,7.207857143,7.213021978,7.223791209,7.282142857,7.254835165,7.276703297,7.302527473,7.372582418,7.348846154
6/7/00,7.021428571,7.209285714,7.247692308,7.275714286,7.288681319,7.324725275,7.27,7.26,7.251208791,7.285164835,7.242252747,7.248186813,7.258901099,7.313406593,7.284395604,7.307032967,7.332802198,7.403406593,7.378461538
6/8/00,7.044010989,7.239945055,7.269285714,7.296043956,7.308791209,7.345164835,7.293571429,7.285,7.276098901,7.310604396,7.266648352,7.273351648,7.284010989,7.339065934,7.308956044,7.332362637,7.358076923,7.429230769,7.403076923
6/9/00,7.045989011,7.250824176,7.283681319,7.315769231,7.324450549,7.356153846,7.302857143,7.290549451,7.280989011,7.316043956,7.266593407,7.269010989,7.279120879,7.334725275,7.303516484,7.323076923,7.343681319,7.415054945,7.387692308
6/12/00,7.016538462,7.235659341,7.255,7.273241758,7.275,7.302692308,7.245714286,7.235384615,7.225659341,7.257692308,7.204615385,7.209340659,7.214725275,7.266978022,7.227472527,7.248901099,7.269340659,7.342527473,7.311538462
6/13/00,6.962307692,7.155,7.160879121,7.192307692,7.195,7.232362637,7.179615385,7.175,7.170274725,7.207802198,7.158626374,7.169175824,7.17956044,7.237362637,7.201758242,7.229010989,7.254450549,7.333241758,7.301153846
6/14/00,6.939318681,7.113461538,7.106538462,7.137692308,7.14,7.173076923,7.118956044,7.119725275,7.11521978,7.153241758,7.103021978,7.114340659,7.12467033,7.183021978,7.146318681,7.174340659,7.199725275,7.279120879,7.245769231
6/15/00,6.945549451,7.12510989,7.120989011,7.143626374,7.145,7.173681319,7.118296703,7.11978022,7.11032967,7.148681319,7.092637363,7.104505495,7.11478022,7.173681319,7.130989011,7.154725275,7.18,7.255,7.220384615
6/16/00,6.898978022,7.062747253,7.055824176,7.069340659,7.07,7.103846154,7.042857143,7.04,7.03021978,7.064230769,7.006978022,7.01478022,7.02489011,7.084340659,7.040494505,7.065,7.08521978,7.160824176,7.125
